X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.0976270078546495,-0.3847093014149734,0.07051414655974786,0.24530340963143593,-0.5644602740045377,-0.45031821373211356,0.5312090082663226,-0.13998283736139094,-0.9999556397361355,0.009359296882218038,317.866963276162
0.43037873274483895,-0.8759895777852391,0.8080884949470841,0.6484358884535237,0.1744994497856538,-0.7655576429743793,-0.8989272345211119,-0.16876134631338235,0.0812085208940383,-0.26365745972045795,78.5816570828511
0.20552675214328775,0.9775701686803591,0.004793139153970394,-0.43143312590235494,0.9752266010029353,0.47332024286280405,0.9950896968888545,0.794290982358276,-0.8023897785357441,-0.8614536601838543,516.3663176837166
0.08976636599379373,0.4381805926011535,-0.7982599738725191,0.756792771380957,0.9017340913746061,0.4312717403363031,-0.8646555040819692,0.5125759241368111,0.08577020878906727,-0.5459241552280654,17229.567289967694
-0.15269040132219058,0.5151392791564624,0.055163956640241985,0.28232778498114364,-0.3140570289245326,0.6395349370938457,-0.5810687404107893,0.9407973863825005,-0.26198370521696934,-0.42562893578000516,200.19426935075595
0.29178822613331223,-0.4724837893245055,0.4224578681078277,0.7763129007718281,-0.21221351508413466,-0.2535240109281873,0.46611308501360016,-0.7013881123526209,0.02729389761731915,0.8367992629548533,25.8827161140561
-0.12482557747461498,0.6284642381668315,-0.3740914464828544,0.5230559471542708,0.17146254581170917,0.674201989162764,-0.9204061796133864,-0.3184016788244015,-0.5251606388803589,-0.8206875173622403,83.19299125463581
0.7835460015641595,0.13804117639810332,-0.8993492972703794,-0.24993924532051714,-0.3723180754505262,-0.3741553408352649,0.10827122897466213,-0.9917278248848953,-0.7396156510595464,0.7493310166694098,19.6839526540354
0.9273255210020586,-0.08110456217206585,-0.7534358842724915,0.8437114451056369,0.7064726068657841,0.3778606974440546,-0.40023634646099393,-0.5193134238116155,0.6224814650875938,0.7258253417690521,31323.811720863458
-0.2331169623484446,-0.7385875167504832,0.559381500889629,-0.4163555133711514,0.060627049264395216,-0.5683846684873461,-0.8081825207694524,0.7234326369969981,-0.8516985766271903,0.8404313044016798,84.80587777021688
0.5834500761653292,-0.36354688788938194,0.89604374819569,-0.17504625038776322,0.4738319285891941,-0.7694826545991222,0.11302546818925308,-0.31069394456707244,0.027211734985050695,-0.6266501969805851,4.044594757873227
0.05778983950580896,-0.30572040436445413,0.4363720646338827,-0.07179759236918559,-0.5213300589797396,-0.4040781612074349,0.934614281654154,-0.6158067695902703,-0.8226346745429798,-0.4960633240544403,51.14757204125633
0.13608912218786462,-0.9011721122527732,0.5077871626603694,-0.49667506508332293,0.630898762708987,0.726915332232237,0.18458431181600532,0.8637928783729734,-0.5796565256923638,0.6553409065014737,631.6818541906471
0.8511932765853221,0.927690493369778,-0.7807020523427222,0.6264584709811019,-0.17872474421885465,0.7484198772317245,-0.349527995839795,-0.34900219548282596,0.04749061003222432,0.9763192821266249,1650.1345152926358
-0.8579278836042261,0.9295012361694208,0.27629986074259616,-0.7513637593839562,-0.24584667536219929,0.9439911148871887,-0.5972470628605338,0.29357862893451636,-0.7675008586804928,-0.6857886359026757,12.899077507144987
-0.8257414005969186,-0.7786657965563222,-0.42109866448762934,-0.12295752671670312,0.44118377667679676,0.1846507734758076,-0.6355297694468791,-0.9914169275149034,-0.48232990861215796,-0.7554886216173868,29.75673955081803
-0.9595632051193486,-0.32142372659087215,-0.2765959910050806,-0.666769386393822,0.3925832502149218,-0.9701718094022664,0.9214816255464431,-0.07354691678899883,-0.3194633454889604,0.1288269751815323,54.23668050841343
0.665239691095876,0.12681492578635134,-0.9936804474246888,-0.49441228630199174,-0.2529758421464494,0.36244141616983594,-0.45231152772361827,0.25170187729546356,-0.5239245149436369,-0.6658958323895263,12127.988275316737
0.556313501899701,-0.026362707974533217,-0.9129514778027856,-0.4807327088635156,0.7714610031875921,0.6566168066376172,-0.770452781291898,0.8136694668069933,0.3714255017231589,-0.8106346754465372,1153.507772477472
0.7400242964936383,0.1298465735862302,0.5883881893979173,0.3218066082890487,0.5308811536800284,-0.27718700247720607,-0.1913959190322203,-0.49106364301686,-0.6259446511773514,0.09413756436907117,57.905349958762294
0.957236684465528,0.7221076538681974,0.554936549115908,-0.00025481451674647104,-0.12728253740052264,0.7340922093403939,0.06386403162145116,0.28060245604976064,-0.6553828276617664,-0.6588503435180091,1027.9749227464042
0.5983171284334472,0.630742492187855,0.12823875332156076,0.27651480811257456,0.9373710391098751,-0.22000266607420005,0.5081429189996198,0.2887113944059845,-0.7131762708182949,0.1929074671861306,616.8791699093078
-0.07704127549413631,-0.1797972414641984,-0.22526451391696578,-0.07312624836615633,0.8595248866217331,0.9227111813565589,-0.6391703006581693,-0.514766356139253,0.18804245853385093,-0.817775495110437,12.781678422324456
0.5610583525729109,0.046211620304625445,-0.30970871325555893,-0.5460234387127576,-0.6817779388569951,-0.4142138179331649,0.6222545511199244,0.06130429575605101,0.7306422671233037,-0.11457075381643111,80.53905492865351
-0.7634511482621336,-0.622879072499924,-0.17991795760038198,0.9532845041209601,0.4510495078304999,-0.171473434310778,-0.5785514196639283,0.10465095128447022,0.3836260490105403,-0.4206969834097316,1503.5541337372042
0.27984204265504764,-0.08790438269407685,-0.8658850182562561,0.9485246755910106,0.19786259569274023,0.7469942534942953,0.4717194463673793,-0.7289900435159813,0.2465100887469298,-0.6190055669142966,546.524865766218
-0.7132934251819072,0.524907045348791,0.9471369389604374,-0.593876771779523,-0.7133603766793624,0.2779704335608735,0.7467918427835056,0.0985082997012161,-0.37371638237722116,0.15669619340832042,87.99112921565032
0.8893378340991678,-0.4931835510818916,-0.8718815632034025,-0.34761061377805413,-0.8745471280382033,-0.5092813861780854,0.9809745493445456,-0.4630319542767929,-0.8373512052978576,-0.03128442609927107,227.0257802852589
0.04369664350014335,-0.5083947542195042,-0.7831169418773509,0.3992795254206938,-0.28674737934952743,-0.3469894484400746,0.2424643454813622,-0.004701600720591337,0.620485096145021,-0.03285320454614937,81.2871818855275
-0.17067612001895283,0.993584270404414,-0.04280727911835447,-0.5252131750401445,0.4227449089998925,-0.5117585003581828,-0.9782952307695223,-0.3935755783581838,-0.8584921517412982,-0.6538026507743706,1245.9496622866548
-0.47088877579074606,-0.5480115704072013,0.7429675581252326,-0.20992997923814194,-0.266431809876986,-0.654706701636965,0.10965374567154695,-0.11086526726843338,0.4046740260205315,0.9978865181087264,102.4397432277086
0.5484673788684333,0.9250640087013322,0.9606194682908391,0.4834594973814863,-0.5220569329659304,-0.765250321477793,0.4221154731931658,-0.8385240417064694,0.059023959508398116,-0.37232198323944177,745.0852212036466
-0.0876993355669029,-0.5027950527193703,0.3556147661925766,0.8873806882671911,-0.33360221237611687,0.42112942374174156,0.3919518751490523,0.9235171036729526,-0.955968606556109,0.0753048128167364,3312.041718394287
0.13686789773729702,0.42597962429502445,0.754321324672613,-0.05719962493585262,0.06317630922654427,0.9906154201748387,0.3546312999271042,0.5234208200298895,-0.8459676543947712,-0.11933463821433565,334.99305666559366
